メッシ?,population,A29_004,A29_005,Shigaika,Chosei,distance,emRoad,L01_100,L02_094,LandPrice
52371397931,9.7,,,,3,7786.182799,,,,
52371397924,3.25,,,,3,7849.349303,,,,
52371397909,,,,,3,7962.190422,,,,
52371397910,18,,,,3,7570.742145,,,,
52371397911,9,,,,3,7617.631705,,,,
52371397920,16,,,,3,7655.490505,,,,
52371396909,,,,,3,7440.320943,,,,
52371396910,,,,,3,7185.694532,,,,
52371396911,,,,,3,7216.96578,,,,
52371396904,,,,,3,7233.328579,,,,
52371397917,,,,,3,7927.870266,,,,
52371397918,,,,,3,7984.144024,,,,
52371397919,,,,,3,8041.651802,,,,
52371397928,,,,,3,8064.545437,,,,
52371396917,,,,,3,7438.862884,,,,
52371396918,,,,,3,7481.331483,,,,
52371396919,,,,,3,7525.299947,,,,
52371396912,,,,,3,7249.907779,,,,
52371397925,13,,,,3,7901.213105,,,,
52371397926,6.5,,,,3,7954.384407,,,,
52371397927,,,,,3,8008.83717,,,,
52371396908,,,,,3,7395.846878,,,,
52371396925,,,,,3,7445.694425,,,,
52371396926,,,,,3,7484.627071,,,,
52371396927,,,,,3,7525.097857,,,,
52371396920,,,,,3,7274.933444,,,,
52371396905,8.67,,,,3,7271.598934,,,,
52371396906,8.67,,,,3,7311.459412,,,,
52371396907,,,,,3,7352.884154,,,,
52371396916,16.67,,,,3,7397.919977,,,,
52371397961,,,,,3,8040.310868,,,,
52371397962,6.4,,,,3,8086.094185,,,,
52371397963,3.2,,,,3,8133.229191,,,,
52371397956,15.97,,,,3,8200.170975,,,,
52371396913,,,,,3,7284.497864,,,,
52371396914,16,,,,3,7320.712676,,,,
52371396915,,,,,3,7358.528229,,,,
52371396924,,,,,3,7408.324168,,,,
52371397969,3.33,,,,3,8443.111702,,,,
52371397970,6.25,,,,3,8081.383308,,,,
52371397971,,,,,3,8125.324135,,,,
52371397964,9.11,,,,3,8181.692525,,,,
52371397949,11.13,,,,3,8281.746587,,,,
52371397950,3.13,,,,3,7910.577707,,,,
52371397951,6.25,,,,3,7955.462846,,,,
52371397960,3.13,,,,3,7995.902455,,,,
52371397977,9.58,,,,3,8416.854103,,,,
52371397978,6.39,,,,3,8469.876664,,,,
52371397979,10,,,,3,8524.104993,,,,
52371397972,3.04,,,,3,8170.630679,,,,
52371397957,15.97,,,,3,8253.000712,,,,
52371397958,18.75,,,,3,8307.070211,,,,
52371397959,,,,,3,8362.355424,,,,
52371397968,6.39,,,,3,8388.359269,,,,
52371306951,,,,,3,2230.385213,,,,
52371306952,,,,,3,2334.861049,,,,
52371305924,,,,,3,1721.488131,,,,
52371305925,6.09,,,,3,1804.738847,,,,
52371305918,5.45,,,,3,2127.693536,,,,
52371305919,2.22,,,,3,2219.335766,,,,
52371306949,3.1,,,,3,3115.253726,,,,
52371306950,,,,,3,2126.937055,,,,
52371305914,,,,,3,1787.627714,,,,
52371305915,3.05,,,,3,1867.933832,,,,
52371305932,,,,,3,1496.663251,,,,
52371305933,,,,,3,1575.168644,,,,
52371305926,3.05,,,,3,1891.254821,,,,
52371305927,6.46,,,,3,1980.608211,,,,
52371305912,,,,,3,1639.234673,,,,
52371305913,,,,,3,1711.213222,,,,
52371305922,,,,,3,1566.845281,,,,
52371305923,,,,,3,1641.999393,,,,
52371305940,,,,,3,1279.902473,,,,
52371305941,,,,,3,1351.62914,,,,
52371305934,,,,,3,1657.863949,,,,
52371305935,6.84,,,,3,1744.153309,,,,
52371305920,,,,,3,1432.233502,,,,
52371305921,,,,,3,1496.678905,,,,
52371305930,,,,,3,1355.099175,,,,
52371305931,,,,,3,1423.041369,,,,
52371305948,3.42,,,,3,1970.22481,,,,
52371305949,,,,,3,2068.851133,,,,
52371305942,,,,,3,1428.934305,,,,
52371305943,,,,,3,1510.961984,,,,
52371305928,13.68,,,,3,2072.43205,,,,
52371305929,,,,,3,2166.412236,,,,
52371305938,54.74,,,,3,2019.889203,,,,
52371305939,,,,,3,2116.203129,,,,
52371305956,,,,,3,1727.090718,,,,
52371305957,,,,,3,1824.498776,,,,
52371305950,,,,,3,1207.202417,,,,
52371305951,,,,,3,1282.999105,,,,
52371305936,17.11,,,,3,1833.529373,,,,
52371305937,34.21,,,,3,1925.562384,,,,
52371305946,,,,,3,1778.671061,,,,
52371305947,30.79,,,,3,1873.400043,,,,
52371307902,,,,,3,3569.068141,,,,
52371307903,,,,,3,3674.318003,,,,
52371305958,10.26,,,,3,1923.785346,,,,
52371305959,3.42,,,,3,2024.674097,,,,
52371305944,,,,,3,1596.984649,,,,
52371305945,,,,,3,1686.391068,,,,
52371307900,5.56,,,,3,3359.529234,,,,
52371307910,11.11,,,,3,3322.178882,,,,
52371307911,,,,,3,3427.779068,,,,
52371307912,,,,,3,3533.931021,,,,
52371307913,,,,,3,3640.586479,,,,
52371307906,,,,,3,3916.78262,,,,
52371307907,,,,,3,4000.892408,,,,
52371307908,,,,,3,4086.478784,,,,
52371307909,,,,,3,4173.45091,,,,
52371307918,,,,,3,4147.788611,,,,
52371307919,,,,,3,4233.500558,,,,
52371307920,20.28,,,,3,3287.050487,,,,
52371307921,15.16,,,,3,3393.742841,,,,
52371307914,,,,,3,3747.702461,,,,
52371307915,,,,,3,3855.240583,,,,
52371307916,,,,,3,3963.166486,,,,
52371307917,,,,,3,4063.494596,,,,
52371306905,,,,,3,2848.763554,,,,
52371306906,,,,,3,2949.109266,,,,
52371305989,,,,,3,1912.887466,,,,
52371305990,,,,,3,951.2053998,,,,
52371307922,,,,,3,3500.925889,,,,
52371307923,,,,,3,3608.555911,,,,
52371305980,,,,,3,1008.589149,,,,
52371305981,,,,,3,1098.178148,,,,
52371306913,,,,,3,2604.027052,,,,
52371306914,,,,,3,2703.763746,,,,
52371306907,,,,,3,3050.449075,,,,
52371306908,,,,,3,3152.687125,,,,
52371306900,,,,,3,2366.332748,,,,
52371305979,,,,,3,1946.460571,,,,
52371306903,,,,,3,2651.504776,,,,
52371306904,,,,,3,2749.520776,,,,
52371306921,,,,,3,2359.805461,,,,
52371306922,,,,,3,2458.791234,,,,
52371306915,,,,,3,2804.625108,,,,
52371306916,,,,,3,2906.494062,,,,
52371306901,,,,,3,2459.737932,,,,
52371306902,,,,,3,2554.856744,,,,
52371306911,,,,,3,2408.485011,,,,
52371306912,,,,,3,2505.549331,,,,
52371306929,,,,,3,3180.898199,,,,
52371306930,,,,,3,2214.244882,,,,
52371306923,,,,,3,2559.067922,,,,
52371306924,,,,,3,2660.489567,,,,
52371306909,,,,,3,3255.7388,,,,
52371306910,,,,,3,2313.012031,,,,
52371306919,,,,,3,3217.184792,,,,
52371306920,,,,,3,2262.280053,,,,
52371306937,,,,,3,2934.020405,,,,
52371306938,3.75,,,,3,3040.17317,,,,
52371306931,,,,,3,2313.794841,,,,
52371306932,,,,,3,2414.666481,,,,
52371306917,,,,,3,3009.268286,,,,
52371306918,,,,,3,3112.858123,,,,
52371306927,,,,,3,2970.445112,,,,
52371306928,,,,,3,3075.341897,,,,
52371307970,,,,,3,3146.387901,,,,
52371307971,,,,,3,3257.684795,,,,
52371306939,,,,,3,3146.908285,,,,
52371306940,,,,,3,2169.033283,,,,
52371306925,,,,,3,2762.930088,,,,
52371306926,,,,,3,2866.28025,,,,
52371307968,,,,,3,4059.848879,,,,
52371307969,,,,,3,4171.899124,,,,
52371307978,,,,,3,4041.708306,,,,
52371307979,,,,,3,4154.246752,,,,
52371307964,,,,,3,3613.157497,,,,
52371307965,,,,,3,3724.576736,,,,
52371307958,,,,,3,4079.982471,,,,
52371307959,,,,,3,4191.495637,,,,
52371307976,,,,,3,3816.973765,,,,
52371307977,,,,,3,3929.280714,,,,
52371307986,,,,,3,3799.948589,,,,
52371307987,,,,,3,3912.743116,,,,
52371307972,,,,,3,3369.193428,,,,
52371307973,,,,,3,3480.893454,,,,
52371307966,,,,,3,3836.174883,,,,
52371307967,,,,,3,3947.93677,,,,
52371249914,14.4,,,,3,396.5172896,,,,
52371249915,4,,,,3,361.3590798,,,,
52371249925,4.38,,,,3,452.7816514,,,,
52371249926,20.63,,,,3,448.8918318,,,,
52371249927,8,,,,3,452.2725381,,,,
52371249928,31.92,,,,3,479.8689491,,,,
52371249921,,,,,3,684.6160359,,,,
52371249922,129.78,,,,3,602.9100099,,,,
52371249923,39.6,,,,3,533.3725408,,,,
52371249924,18,,,,3,481.3070807,,,,
52371249934,14.4,,,,3,568.4800427,,,,
52371249935,8.75,,,,3,544.5407029,,,,
52371249936,43.18,,,,3,541.3107377,,,,
52371249937,12.04,,,,3,544.1174863,,,,
52371249930,,,,,3,831.6197255,,,,
52371249931,,,,,3,748.4715684,,,,
52371249932,43.26,,,,3,674.5458786,,,,
52371249933,15.13,,,,3,613.1873748,,,,
52371249944,16.8,,,,3,657.1953738,,,,
52371249945,80.96,,,,3,636.6011972,,,,
52371249946,41,,,,3,633.8406031,,,,
52371249950,,,,,3,962.2985083,,,,
52371249940,,,,,3,894.6081294,,,,
52371249941,,,,,3,817.8895936,,,,
52371249942,,,,,3,750.8308322,,,,
52371249943,,,,,3,696.2286885,,,,
52371249955,40.8,,,,3,728.6700168,,,,
52371249956,7.97,,,,3,726.2595337,,,,
52371249960,,,,,3,1033.825729,,,,
52371249961,,,,,3,968.2035203,,,,
52371249951,,,,,3,891.4255251,,,,
52371249952,,,,,3,830.3277187,,,,
52371249953,8.87,,,,3,781.3017391,,,,
52371249954,,,,,3,746.7291048,,,,
52371249970,,,,,3,1108.538471,,,,
52371249971,,,,,3,1047.607436,,,,
52371249972,2.96,,,,3,996.136646,,,,
52371249973,14.78,,,,3,955.6559014,,,,
52371249962,2.96,,,,3,912.2630205,,,,
52371249963,35.48,,,,3,867.8784194,,,,
52371249964,,,,,3,836.8903638,,,,
52371249965,,,,,3,820.8175417,,,,
52371305964,,,,,3,1485.193165,,,,
52371305965,,,,,3,1580.932502,,,,
52371249985,,,,,3,1005.372887,,,,
52371249990,,,,,3,1264.857927,,,,
52371249974,2.96,,,,3,927.6051533,,,,
52371249975,,,,,3,913.1306594,,,,
52371305954,,,,,3,1539.330332,,,,
52371305955,,,,,3,1631.897583,,,,
52371305972,,,,,3,1245.18503,,,,
52371305973,,,,,3,1338.518276,,,,
52371305966,,,,,3,1679.016656,,,,
52371305967,,,,,3,1779.057849,,,,
52371305952,,,,,3,1364.198076,,,,
52371305953,,,,,3,1449.891986,,,,
52371305962,,,,,3,1302.805622,,,,
52371305963,,,,,3,1392.282437,,,,
52371256924,,,,,3,3858.770489,1,,,
52371256925,,,,,3,3795.232834,,,,
52371305974,,,,,3,1434.913511,,,,
52371305968,,,,,3,1880.743817,,,,
52371305960,,,,,3,1137.368872,,,,
52371305961,,,,,3,1217.520029,,,,
52371305971,,,,,3,1155.655878,,,,
52371256923,,,,,3,3965.90168,,,,
52371256942,,,,,3,4139.41427,,,,
52371256943,,,,,3,4033.648551,,,,
52371256931,,,,,3,4212.602225,,,,
52371256915,,,,,3,3792.459529,,,,
52371305969,20.53,,,,3,1983.821661,,,,
52371305970,,,,,3,1070.88533,,,,
52371256922,,,,,3,4073.428972,,,,
52371256941,,,,,3,4245.628435,,,,
52371256964,,,,,3,4005.302048,,,,
52371256965,,,,,3,3996.022123,,,,
52371256944,,,,,3,3968.340387,,,,
52371256932,,,,,3,4105.532625,,,,
52371256920,,,,,3,4289.552585,,,,
52371256921,,,,,3,4181.321802,,,,
52371256935,,,,,3,3809.609744,,,,
52371256963,,,,,3,4108.610081,,,,
52371304907,,,,,3,1344.103474,,,,
52371258900,,,,,3,2216.853227,,,,
52371257908,,,,,3,2330.22101,,,,
52371256952,,,,,3,4175.067095,,,,
52371256933,,,,,3,3998.869776,,,,
52371256934,,,,,3,3892.647116,1,,,
52371256955,,,,,3,3991.812431,,,,
52371259909,,,,,3,1247.781849,,,,
52371304917,,,,,3,1287.454377,,,,
52371304918,,,,,3,1381.545952,,,,
52371304919,,,,,3,1456.303375,,,,
52371304927,,,,,3,1235.206569,,,,
52371256953,,,,,3,4070.229009,,,,
52371256954,,,,,3,3992.210956,,,,
52371304908,,,,,3,1434.484986,,,,
52371304909,,,,,3,1528.098063,,,,
52371304948,,,,,3,1157.260134,,,,
52371304949,,,,,3,1214.742873,,,,
52371304958,,,,,3,1076.309198,,,,
52371304959,,,,,3,1137.88808,,,,
52371304928,,,,,3,1323.777613,,,,
52371304929,,,,,3,1374.314116,,,,
52371304938,,,,,3,1239.915844,,,,
52371304939,,,,,3,1293.731801,,,,
52371306945,16.15,,,,3,2687.103583,,,,
52371306946,6.44,,,,3,2793.258601,,,,
52371305900,,,,,3,1591.492696,,,,
52371305901,,,,,3,1649.729648,,,,
52371304968,,,,,3,997.3539438,,,,
52371304969,,,,,3,1063.513634,,,,
52371306935,,,,,3,2723.733899,,,,
52371306936,3.22,,,,3,2828.515552,,,,
52371306953,11.11,,,,3,2440.232575,,,,
52371306954,19.07,,,,3,2546.388608,,,,
52371306947,,,,,3,2900.045332,,,,
52371306948,1.25,,,,3,3007.396489,,,,
52371306933,,,,,3,2516.700891,,,,
52371306934,,,,,3,2619.762218,,,,
52371306943,,,,,3,2477.01307,,,,
52371306944,2.31,,,,3,2581.658198,,,,
52371305916,9.14,,,,3,1951.651247,,,,
52371305917,9.32,,,,3,2038.359694,,,,
52371306955,37.84,,,,3,2653.234988,,,,
52371306956,8.75,,,,3,2760.691569,,,,
52371306941,,,,,3,2270.565335,,,,
52371306942,,,,,3,2373.274051,,,,
52371354910,,,,,3,3130.885465,,,,
52371354911,,,,,3,3158.699569,,,,
52371354920,,,,,3,3220.984329,,,,
52371354921,,,,,3,3248.026735,,,,
52371354922,,,,,3,3275.248765,,,,
52371354923,,,,,3,3295.305221,,,,
52371354916,,,,,3,3243.404933,,,,
52371354917,,,,,3,3256.315062,,,,
52371354918,,,,,3,3273.177156,,,,
52371354919,,,,,3,3293.930529,,,,
52371307990,,,,,3,3107.663985,,,,
52371307991,,,,,3,3220.297259,,,,
52371307992,,,,,3,3333.054699,,,,
52371307993,,,,,3,3445.92412,,,,
52371354924,,,,,3,3319.187649,,,,
52371354925,,,,,3,3326.751212,,,,
52371307988,,,,,3,4025.631472,,,,
52371307989,,,,,3,4138.605982,,,,
52371307998,,,,,3,4011.619947,,,,
52371307999,,,,,3,4124.977093,,,,
52371308900,,,,,3,4319.884394,,,,
52371308910,,,,,3,4320.546055,,,,
52371307994,,,,,3,3558.894873,,,,
52371307995,,,,,3,3671.957609,,,,
52371307996,,,,,3,3785.104089,,,,
52371307997,,,,,3,3898.327025,,,,
52371308970,,,,,3,4266.887283,,,,
52371308971,,,,,3,4379.622026,,,,
52371308980,,,,,3,4251.659782,,,,
52371308981,,,,,3,4364.786715,,,,
52371308920,,,,,3,4371.692129,,,,
52371308930,,,,,3,4347.012679,,,,
52371308940,,,,,3,4345.77883,,,,
52371308960,,,,,3,4284.076669,,,,
52371315966,14.06,,,,3,1453.981139,,,,
52371315967,14.7,,,,3,1568.432086,,,,
52371314997,,,,,3,502.566698,,,,
52371314998,,,,,3,602.2506253,,,,
52371308990,,,,,3,4238.393313,,,,
52371308991,,,,,3,4351.863991,,,,
52371314986,,,,,3,356.7700612,,,,
52371314996,,,,,3,410.6554243,,,,
52371354960,,,,,3,3582.780355,,,,
52371354961,,,,,3,3607.110555,,,,
52371315968,,,,,3,1682.883075,,,,
52371315963,,,,,3,1110.628553,,,,
52371315954,,,,,3,1225.102424,,,,
52371315955,34.31,,,,3,1339.551406,,,,
52371354959,11.21,,,,3,3657.123291,,,,
52371354968,2.57,,,,3,3729.980959,,,,
52371354969,5.38,,,,3,3748.205159,,,,
52371354978,13.46,,,,3,3821.457183,,,,
52371354970,,,,,3,3673.427287,,,,
52371354971,,,,,3,3697.160803,,,,
52371354964,13.49,,,,3,3680.530218,,,,
52371354958,2.57,,,,3,3638.442755,,,,
52371354967,5.38,,,,3,3715.193319,,,,
52371354976,10.99,,,,3,3795.988766,,,,
52371354977,16.37,,,,3,3807.024993,,,,
52371354986,39.95,,,,3,3888.109111,,,,
52371354979,7.76,,,,3,3839.247042,,,,
52371354972,,,,,3,3724.260262,,,,
52371354973,5,,,,3,3750.068333,,,,
52371354966,,,,,3,3703.883397,,,,
52371354975,32.96,,,,3,3788.378175,,,,
52371354984,10.99,,,,3,3861.700698,,,,
52371354985,35.7,,,,3,3880.679228,,,,
52371353966,,,,,3,3521.144186,,,,
52371354987,15.52,,,,3,3898.884516,,,,
52371354980,,,,,3,3764.160486,,,,
52371354981,,,,,3,3787.325259,,,,
52371354974,21.48,,,,3,3771.070919,,,,
52371354983,,,,,3,3841.193855,,,,
52371353964,,,,,3,3496.265809,,,,
52371353965,,,,,3,3509.468572,1,,,
52371353974,,,,,3,3588.241484,,,,
52371353967,,,,,3,3531.096291,,,,
52371354988,10.32,,,,3,3912.977808,,,,
52371354989,15.53,,,,3,3930.3533,,,,
52371354982,5.38,,,,3,3813.783861,,,,
52371353963,,,,,3,3486.741726,,,,
52371353972,,,,,3,3565.031412,,,,
52371353973,,,,,3,3578.331558,,,,
52371353982,,,,,3,3656.996259,,,,
52371353975,,,,,3,3601.106956,1,,,
52371353968,,,,,3,3544.716114,,,,
52371353969,,,,,3,3561.961585,,,,
52371353962,,,,,3,3473.090751,,,,
52371353971,10.27,,,,3,3555.365992,,,,
52371353980,20.53,,,,3,3636.523363,,,,
52371353981,,,,,3,3647.5746,,,,
52371353990,3.42,,,,3,3728.575925,,,,
52371353983,,,,,3,3669.963038,,,,
52371353976,,,,,3,3613.338177,1,,,
52371353977,,,,,3,3623.03698,,,,
52371353970,30.8,,,,3,3544.606063,,,,
52371353979,,,,,3,3653.125314,,,,
52371353988,,,,,3,3727.949289,,,,
52371353989,,,,,3,3744.350669,,,,
52371353998,,,,,3,3819.734064,,,,
52371353991,,,,,3,3739.904379,,,,
52371353984,,,,,3,3680.239447,,,,
52371353985,,,,,3,3692.784325,,,,
52371353978,,,,,3,3636.312355,,,,
52371353987,,,,,3,3715.001486,,,,
52371389946,,,,,3,8706.113733,,,,
52371389947,,,,,3,8792.445218,,,,
52371389948,,,,,3,8926.195075,,,,
52371353999,,,,,3,3835.742871,,,,
52371353992,,,,,3,3749.093957,,,,
52371353993,,,,,3,3761.743194,,,,
52371353986,10.62,,,,3,3705.543459,1,,,
52371389945,,,,,3,8627.262977,,,,
52371389955,,,,,3,8694.74747,,,,
52371389956,,,,,3,8772.990945,,,,
52371389957,,,,,3,8852.021681,,,,
52371389941,,,,,3,8320.125063,,,,
52371389931,,,,,3,8250.608891,,,,
52371389932,,,,,3,8326.739077,,,,
52371389933,,,,,3,8403.737374,,,,
52371389954,,,,,3,8617.312702,,,,
52371389963,,,,,3,8609.948593,,,,
52371389964,,,,,3,8685.941297,,,,
52371389965,,,,,3,8762.768885,,,,
52371389950,,,,,3,8316.108933,,,,
52371389942,,,,,3,8395.624181,,,,
52371389943,,,,,3,8471.995694,,,,
52371389944,,,,,3,8549.216225,,,,
52371307984,,,,,3,3574.676525,,,,
52371307985,,,,,3,3687.256497,,,,
52371306963,12.24,,,,3,2406.441215,,,,
52371306964,55.06,,,,3,2514.02344,,,,
52371307980,,,,,3,3125.719852,,,,
52371307981,,,,,3,3237.726175,,,,
52371307974,,,,,3,3592.767027,,,,
52371307975,,,,,3,3704.798428,,,,
52371306961,,,,,3,2193.365557,,,,
52371306962,,,,,3,2299.522892,,,,
52371306971,,,,,3,2159.630506,,,,
52371306972,,,,,3,2267.366785,,,,
52371306957,,,,,3,2868.689785,,,,
52371306958,,,,,3,2977.170696,,,,
52371307982,,,,,3,3349.898124,,,,
52371307983,,,,,3,3462.219604,,,,
52371306969,,,,,3,3059.427865,,,,
52371306970,,,,,3,2052.621772,,,,
52371306979,,,,,3,3035.326031,,,,
52371306980,,,,,3,2020.812096,,,,
52371306965,12.73,,,,3,2622.187861,,,,
52371306966,,,,,3,2730.865304,,,,
52371306959,,,,,3,3086.083406,,,,
52371306960,,,,,3,2088.085269,,,,
52371306977,3.1,,,,3,2814.018597,,,,
52371306978,,,,,3,2924.525957,,,,
52371306987,,,,,3,2790.893851,,,,
52371306988,,,,,3,2902.280736,,,,
52371306973,15.29,,,,3,2375.731636,,,,
52371306974,18.81,,,,3,2484.642825,,,,
52371306967,,,,,3,2839.99688,,,,
52371306968,,,,,3,2949.532186,,,,
52371306985,12.69,,,,3,2568.929644,,,,
52371306986,2.54,,,,3,2679.765632,,,,
52371306999,,,,,3,2995.168881,,,,
52371306989,,,,,3,3013.897614,,,,
52371306981,,,,,3,2129.418873,,,,
52371306982,,,,,3,2238.608521,,,,
52371306975,5.08,,,,3,2594.031543,,,,
52371306976,,,,,3,2703.839837,,,,
52371306994,,,,,3,2435.435077,,,,
52371306998,,,,,3,2882.828116,,,,
52371315979,,,,,3,1799.339231,,,,
52371315983,2.69,,,,3,1124.715354,,,,
52371307904,,,,,3,3753.388134,,,,
52371307905,,,,,3,3834.246589,,,,
52371306983,,,,,3,2348.299742,,,,
52371306984,,,,,3,2458.425404,,,,
52371315977,,,,,3,1570.731707,,,,
52371315978,,,,,3,1685.025488,,,,
52371315992,8.08,,,,3,1032.089012,,,,
52371315993,5.38,,,,3,1142.946325,,,,
52371315973,5.38,,,,3,1113.878805,,,,
52371315974,,,,,3,1228.025737,,,,
52371315964,,,,,3,1225.079372,,,,
52371315965,,,,,3,1339.530234,,,,
52371315988,,,,,3,1692.203744,,,,
52371315989,,,,,3,1806.062094,,,,
52371316908,,,,,3,2866.206757,,,,
52371316909,,,,,3,2979.173237,,,,
52371315984,,,,,3,1237.862338,,,,
52371315985,,,,,3,1351.22881,,,,
52371315975,,,,,3,1342.224378,,,,
52371315976,3.5,,,,3,1456.462575,,,,
52371315998,,,,,3,1704.370616,,,,
52371315999,,,,,3,1817.465814,,,,
52371307930,3.1,,,,3,3254.168455,,,,
52371307931,18.6,,,,3,3361.903428,,,,
52371315994,,,,,3,1254.448951,,,,
52371315995,,,,,3,1366.438936,,,,
52371315986,,,,,3,1464.763818,,,,
52371315987,,,,,3,1578.431005,,,,
52371307928,,,,,3,4152.189338,,,,
52371307929,,,,,3,4261.816871,,,,
52371307938,,,,,3,4126.199513,,,,
52371307939,,,,,3,4236.498532,,,,
52371307924,,,,,3,3716.594079,,,,
52371307925,,,,,3,3825.005812,,,,
52371315996,,,,,3,1478.80557,,,,
52371315997,,,,,3,1591.469085,,,,
52371307936,,,,,3,3906.319696,,,,
52371307937,,,,,3,4016.133341,,,,
52371307946,,,,,3,3880.857275,,,,
52371307947,,,,,3,3991.370417,,,,
52371307932,,,,,3,3470.068985,,,,
52371307933,,,,,3,3578.626087,,,,
52371307926,,,,,3,3933.760229,,,,
52371307927,,,,,3,4042.829678,,,,
52371307944,,,,,3,3660.558551,,,,
52371307945,,,,,3,3770.579562,,,,
52371307954,,,,,3,3635.760781,,,,
52371307955,,,,,3,3746.508975,,,,
52371307940,,,,,3,3223.566251,,,,
52371307941,,,,,3,3332.289671,,,,
52371307934,,,,,3,3687.540159,,,,
52371307935,,,,,3,3796.780484,,,,
52371307952,,,,,3,3414.998444,,,,
52371307953,,,,,3,3525.249602,,,,
52371307962,,,,,3,3390.926241,,,,
52371307963,,,,,3,3501.934238,,,,
52371307948,,,,,3,4102.099965,,,,
52371307949,,,,,3,4213.028859,,,,
52371307942,,,,,3,3441.385048,,,,
52371307943,,,,,3,3550.818102,,,,
52371307960,,,,,3,3169.646436,,,,
52371307961,,,,,3,3280.155356,,,,
52371353996,,,,,3,3797.869918,1,,,
52371353997,,,,,3,3807.098525,1,,,
52371307956,,,,,3,3857.473773,,,,
52371307957,,,,,3,3968.637011,,,,
52371307950,,,,,3,3195.383767,,,,
52371307951,,,,,3,3305.033324,,,,
52371353994,15.24,,,,3,3772.368548,,,,
52371353995,,,,,3,3784.607966,,,,
52371354904,,,,,3,3137.22466,,,,
52371354905,,,,,3,3142.246583,,,,
52371354906,,,,,3,3151.418333,,,,
52371354907,,,,,3,3164.703834,,,,
52371354900,,,,,3,3040.925954,,,,
52371354901,,,,,3,3069.555569,,,,
52371354902,,,,,3,3092.878953,,,,
52371354903,,,,,3,3114.110542,,,,
52371354912,,,,,3,3184.02823,,,,
52371354913,,,,,3,3204.655816,,,,
52371354914,,,,,3,3229.208947,,,,
52371354915,,,,,3,3234.494088,,,,
52371354908,,,,,3,3182.051565,,,,
52371354909,,,,,3,3203.395535,,,,
52371344997,10.12,,,,3,3073.031201,,,,
52371344998,17.73,,,,3,3090.893635,,,,
52371344999,18.17,,,,3,3112.862897,,,,
52371344992,,,,,3,3001.698145,,,,
52371344993,,,,,3,3023.570261,,,,
52371344994,,,,,3,3044.724596,,,,
52371344995,,,,,3,3049.89885,,,,
52371345904,33.01,,,,3,2528.120129,,,,
52371345905,21.16,,,,3,2585.506602,,,,
52371345906,22.61,,,,3,2646.599557,,,,
52371345907,15.81,,,,3,2711.148446,,,,
52371345900,,,,,3,2340.832551,,,,
52371345901,,,,,3,2380.794622,,,,
52371345902,,,,,3,2425.502162,,,,
52371345903,5.79,,,,3,2474.697998,,,,
52371345912,17.53,,,,3,2510.156984,,,,
52371342986,,,,,3,2692.711354,,,,
52371342987,,,,,3,2692.885973,,,,
52371342988,,,,,3,2696.618278,,,,
52371345908,3.25,,,,3,2778.912459,,,,
52371345909,,,,,3,2849.662248,,,,
52371345910,,,,,3,2428.441503,,,,
52371345911,3.4,,,,3,2466.984472,,,,
52371342993,,,,,3,2769.46359,,,,
52371342995,,,,,3,2786.390102,,,,
52371342996,,,,,3,2785.22205,,,,
52371342997,,,,,3,2786.204934,,,,
52371342989,,,,,3,2705.190154,,,,
52371342990,,,,,3,2690.779908,,,,
52371342991,,,,,3,2718.769223,,,,
52371342992,,,,,3,2741.846728,,,,
52371342994,,,,,3,2782.746201,,,,
52371343921,,,,,3,2173.844111,1,,,
52371343951,,,,,3,2449.666042,1,,,
52371343952,,,,,3,2463.674337,,,,
52371343930,18.09,,,,3,2256.276726,,,,
52371342998,,,,,3,2788.908792,,,,
52371342999,,,,,3,2797.197812,,,,
52371343910,24.32,,,,3,2071.766541,,,,
52371343920,28.37,,,,3,2164.014591,,,,
52371345937,,,,,3,2941.773983,,,,
52371345938,,,,,3,3004.33886,,,,
52371345939,,,,,3,3069.895915,,,,
52371345932,37.4,,,,3,2680.822798,,,,
52371343931,,,,,3,2265.70595,1,,,
52371343932,,,,,3,2280.052072,,,,
52371343940,7.5,,,,3,2348.662067,,,,
